Age (bin);Age;Cabin;Min(0);Class;AgeGroup;SurvivedCat;AgeSexShapeName;AgeGroupSize;EmbarkedIcon;PassCountLabel;AgeSexClass;Percent survived;Title;TitleFull;FamilySize;PointNew;MapPlaceLabel;EmbarkedIcon2;Embarked (titatic-ports.csv);EmbarkedName;Embarked;FamilySize (bin);Fare (bin);Fare;Name;Number of Records;Parch;PassengerId;Pclass;Point;Sex;SibSp;Survived;Ticket;Timestamp;city;country;lat;lon
15;16;;0;Third;Teen;Survived;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 8.0500000000000007";Teen male Third;100;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,05;Sunderland, Mr. Victor Francis;1;0;221;3;1;male;0;1;SOTON/OQ 392089;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;30;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 8.0500000000000007";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,05;Corn, Mr. Harry;1;0;158;3;1;male;0;0;SOTON/OQ 392090;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
40;44;;0;Third;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.9199999999999999";Adult male Third;100;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,925;Sundman, Mr. Johan Julian;1;0;415;3;1;male;0;1;STON/O 2. 3101269;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;35;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.1299999999999999";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,125;Rintamaki, Mr. Matti;1;0;591;3;1;male;0;0;STON/O 2. 3101273;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;17;;0;Third;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 7.1299999999999999";Teen male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,125;Kallio, Mr. Nikolai Erland;1;0;434;3;1;male;0;0;STON/O 2. 3101274;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;22;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.1299999999999999";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,125;Maenpaa, Mr. Matti Alexanteri;1;0;244;3;1;male;0;0;STON/O 2. 3101275;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;21;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.9199999999999999";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,925;Sivola, Mr. Antti Wilhelm;1;0;174;3;1;male;0;0;STON/O 2. 3101280;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;20;;0;Third;Teen;Survived;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 7.9199999999999999";Teen male Third;100;Mr;Mr;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;0;7,925;Lindqvist, Mr. Eino William;1;0;665;3;1;male;1;1;STON/O 2. 3101285;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;32;;0;Third;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.9199999999999999";Adult male Third;100;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,925;Jussila, Mr. Eiriik;1;0;580;3;1;male;0;1;STON/O 2. 3101286;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;31;;0;Third;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.9199999999999999";Adult male Third;100;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,925;Stranden, Mr. Juho;1;0;745;3;1;male;0;1;STON/O 2. 3101288;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;39;;0;Third;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.9199999999999999";Adult male Third;100;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,925;Niskanen, Mr. Juha;1;0;401;3;1;male;0;1;STON/O 2. 3101289;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;32;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.9199999999999999";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,925;Leinonen, Mr. Antti Gustaf;1;0;637;3;1;male;0;0;STON/O 2. 3101292;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;32;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.9199999999999999";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,925;Tikkanen, Mr. Juho;1;0;383;3;1;male;0;0;STON/O 2. 3101293;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;21;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.9199999999999999";Adult male Third;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,925;Pekoniemi, Mr. Edvard;1;0;116;3;1;male;0;0;STON/O 2. 3101294;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;28;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 15.85";Adult male Third;0;Mr;Mr;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;0;15,85;Hakkarainen, Mr. Pekka Pietari;1;0;404;3;1;male;1;0;STON/O2. 3101279;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;19;;0;Second;Teen;Survived;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 10.5";Teen male Second;100;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;10,5;Mellors, Mr. William John;1;0;227;2;1;male;0;1;SW/PP 751;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;29;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 10.5";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;10,5;Coleridge, Mr. Reginald Charles;1;0;243;2;1;male;0;0;W./C. 14263;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;35;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 23.449999999999999";Adult male Third;0;Mr;Mr;4;1;Southampton, United Kingdom;3;S;Southampton;S;4;20;23,45;Johnston, Mr. Andrew G;1;2;784;3;1;male;1;0;W./C. 6607;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;16;;0;Third;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 34.380000000000003";Teen male Third;0;Mr;Mr;5;1;Southampton, United Kingdom;3;S;Southampton;S;5;20;34,375;Ford, Mr. William Neal;1;3;87;3;1;male;1;0;W./C. 6608;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;30;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 10.5";Adult male Second;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;10,5;Harris, Mr. Walter;1;0;220;2;1;male;0;0;W/C 14208;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
40;40;A14;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 52";Adult male First;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;40;52;Clifford, Mr. George Quincy;1;0;476;1;1;male;0;0;110465;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
55;57;A19;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 26";Adult male First;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;20;26;Smith, Mr. Richard William;1;0;285;1;1;male;0;0;113056;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
80;80;A23;0;First;65+;Survived;65+ male;4;0;"Boarding passengers: 1
Avg. Fare: 30";65+ male First;100;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;20;30;Barkworth, Mr. Algernon Henry Wilson;1;0;631;1;1;male;0;1;27042;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;31;A24;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 50.5";Adult male First;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;40;50,4958;Roebling, Mr. Washington Augustus II;1;0;868;1;1;male;0;0;PC 17590;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;39;A32;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 50";Adult male First;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;40;50;Rood, Mr. Hugh Roscoe;1;0;186;1;1;male;0;0;113767;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
0;4;A34;0;First;Child;Survived;Child male;2;0;"Boarding passengers: 1
Avg. Fare: 81.859999999999999";Child male First;100;Master;Master;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;80;81,8583;Dodge, Master. Washington;1;2;446;1;1;male;0;1;33638;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;39;A36;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 0";Adult male First;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;0;Andrews, Mr. Thomas Jr;1;0;807;1;1;male;0;0;112050;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;28;A6;0;First;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 35.5";Adult male First;100;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;20;35,5;Sloper, Mr. William Thompson;1;0;24;1;1;male;0;1;113788;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;39;B102;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 0";Adult male First;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;0;Fry, Mr. Richard;1;0;816;1;1;male;0;0;112058;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
60;61;B19;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 33.5";Adult male First;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;20;33,5;Van der hoef, Mr. Wyckoff;1;0;171;1;1;male;0;0;111240;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;31;B20;0;First;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 57";Adult male First;100;Mr;Mr;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;40;57;Dick, Mr. Albert Adrian;1;0;691;1;1;male;1;1;17474;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
70;70;B22;0;First;65+;Died;65+ male;4;0;"Boarding passengers: 1
Avg. Fare: 71";65+ male First;0;Capt;Capt;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;60;71;Crosby, Capt. Edward Gifford;1;1;746;1;1;male;1;0;WE/P 5735;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
45;45;B38;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 26.550000000000001";Adult male First;0;Major;Major;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;20;26,55;Butt, Major. Archibald Willingham;1;0;537;1;1;male;0;0;113050;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;33;B51 B53 B55;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 5";Adult male First;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;5;Carlsson, Mr. Frans Olof;1;0;873;1;1;male;0;0;695;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;31;B71;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 52";Adult male First;0;Mr;Mr;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;40;52;Davidson, Mr. Thornton;1;0;672;1;1;male;1;0;F.C. 12750;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
40;40;B94;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 0";Adult male First;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;0;Harrison, Mr. William;1;0;264;1;1;male;0;0;112059;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
10;11;B96 B98;0;First;Child;Survived;Child male;2;0;"Boarding passengers: 1
Avg. Fare: 120";Child male First;100;Master;Master;4;1;Southampton, United Kingdom;3;S;Southampton;S;4;120;120;Carter, Master. William Thornton II;1;2;803;1;1;male;1;1;113760;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;36;B96 B98;0;First;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 120";Adult male First;100;Mr;Mr;4;1;Southampton, United Kingdom;3;S;Southampton;S;4;120;120;Carter, Mr. William Ernest;1;2;391;1;1;male;1;1;113760;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
50;52;C104;0;First;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 30.5";Adult male First;100;Major;Major;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;20;30,5;Peuchen, Major. Arthur Godfrey;1;0;450;1;1;male;0;1;113786;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
45;47;C106;0;First;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 30.5";Adult male First;100;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;20;30,5;Saalfeld, Mr. Adolphe;1;0;299;1;1;male;0;1;19988;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
45;47;C110;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 52";Adult male First;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;40;52;Porter, Mr. Walter Chamberlain;1;0;111;1;1;male;0;0;110465;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;37;C123;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 53.100000000000001";Adult male First;0;Mr;Mr;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;40;53,1;Futrelle, Mr. Jacques Heath;1;0;138;1;1;male;1;0;113803;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
40;41;C124;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 26.550000000000001";Adult male First;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;20;26,55;Klaber, Mr. Herman;1;0;712;1;1;male;0;0;113028;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
45;45,5;C124;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 28.5";Adult male First;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;20;28,5;Partner, Mr. Austen;1;0;332;1;1;male;0;0;113043;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
45;48;C126;0;First;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 52";Adult male First;100;Mr;Mr;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;40;52;Taylor, Mr. Elmer Zebley;1;0;713;1;1;male;1;1;19996;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
40;43;C128;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 35";Adult male First;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;20;35;Williams-Lambert, Mr. Fletcher Fellows;1;0;352;1;1;male;0;0;113510;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;29;C2;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 66.599999999999994";Adult male First;0;Mr;Mr;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;60;66,6;Pears, Mr. Thomas Clinton;1;0;337;1;1;male;1;0;113776;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
0;0,92;C22 C26;0;First;Infant;Survived;Infant male;1;0;"Boarding passengers: 1
Avg. Fare: 151.55000000000001";Infant male First;100;Master;Master;4;1;Southampton, United Kingdom;3;S;Southampton;S;4;140;151,55;Allison, Master. Hudson Trevor;1;2;306;1;1;male;1;1;113781;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;19;C23 C25 C27;0;First;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 263";Teen male First;0;Mr;Mr;6;1;Southampton, United Kingdom;3;S;Southampton;S;6;260;263;Fortune, Mr. Charles Alexander;1;2;28;1;1;male;3;0;19950;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
60;64;C23 C25 C27;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 263";Adult male First;0;Mr;Mr;6;1;Southampton, United Kingdom;3;S;Southampton;S;6;260;263;Fortune, Mr. Mark;1;4;439;1;1;male;1;0;19950;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
55;55;C30;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 30.5";Adult male First;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;20;30,5;Molson, Mr. Harry Markland;1;0;493;1;1;male;0;0;113787;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;36;C46;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 78.849999999999994";Adult male First;0;Mr;Mr;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;60;78,85;Cavendish, Mr. Tyrell William;1;0;742;1;1;male;1;0;19877;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;28;C52;0;First;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 26.550000000000001";Adult male First;100;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;20;26,55;Bjornstrom-Steffansson, Mr. Mauritz Hakan;1;0;431;1;1;male;0;1;110564;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
45;45;C52;0;First;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 35.5";Adult male First;100;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;20;35,5;Woolner, Mr. Hugh;1;0;56;1;1;male;0;1;19947;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
45;45;C83;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 83.469999999999999";Adult male First;0;Mr;Mr;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;80;83,475;Harris, Mr. Henry Birkhardt;1;0;63;1;1;male;1;0;36973;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
60;62;C87;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 26.550000000000001";Adult male First;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;20;26,55;Stead, Mr. William Thomas;1;0;253;1;1;male;0;0;113514;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;38;C91;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 153.46000000000001";Adult male First;0;Mr;Mr;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;140;153,4625;Graham, Mr. George Edward;1;1;333;1;1;male;0;0;PC 17582;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;38;C93;0;First;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 90";Adult male First;100;Mr;Mr;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;80;90;Hoyt, Mr. Frederick Maxfield;1;0;225;1;1;male;1;1;19943;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
45;49;C95;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 221.78";Adult male First;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;220;221,7792;Farthing, Mr. John;1;0;528;1;1;male;0;0;PC 17483;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
40;42;D19;0;First;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 52.549999999999997";Adult male First;100;Mr;Mr;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;40;52,5542;Kimball, Mr. Edwin Nelson Jr;1;0;622;1;1;male;1;1;11753;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
50;54;D26;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 77.290000000000006";Adult male First;0;Mr;Mr;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;60;77,2875;White, Mr. Percival Wayland;1;1;125;1;1;male;0;0;35281;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;21;D26;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 77.290000000000006";Adult male First;0;Mr;Mr;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;60;77,2875;White, Mr. Richard Frasar;1;1;103;1;1;male;0;0;35281;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;19;D30;0;First;Teen;Died;Teen male;3;0;"Boarding passengers: 1
Avg. Fare: 53.100000000000001";Teen male First;0;Mr;Mr;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;40;53,1;Marvin, Mr. Daniel Warner;1;0;749;1;1;male;1;0;113773;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;37;D35;0;First;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 52.549999999999997";Adult male First;100;Mr;Mr;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;40;52,5542;Beckwith, Mr. Richard Leonard;1;1;249;1;1;male;1;1;11751;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
45;45;D45;0;First;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 30";Adult male First;100;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;20;30;Hawksford, Mr. Walter James;1;0;741;1;1;male;0;1;16988;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
45;47;D46;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 34.020000000000003";Adult male First;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;20;34,0208;Walker, Mr. William Anderson;1;0;516;1;1;male;0;0;36967;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
60;61;D50;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 32.32";Adult male First;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;20;32,3208;Sutton, Mr. Frederick;1;0;626;1;1;male;0;0;36963;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;34;D56;0;Second;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 13";Adult male Second;100;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;13;Beesley, Mr. Lawrence;1;0;22;2;1;male;0;1;248698;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;29;D6;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 30";Adult male First;0;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;20;30;Long, Mr. Milton Clyde;1;0;783;1;1;male;0;0;113501;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;32;E10;0;Third;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 8.0500000000000007";Adult male Third;100;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,05;Pickard, Mr. Berk (Berk Trembisky);1;0;430;3;1;male;0;1;SOTON/O.Q. 392078;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
45;48;E12;0;First;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 26.550000000000001";Adult male First;100;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;20;26,55;Anderson, Mr. Harry;1;0;461;1;1;male;0;1;19952;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
5;6;E121;0;Third;Child;Survived;Child male;2;0;"Boarding passengers: 1
Avg. Fare: 12.470000000000001";Child male Third;100;Master;Master;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;0;12,475;Moor, Master. Meier;1;1;752;3;1;male;0;1;392096;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
50;51;E17;0;First;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 26.550000000000001";Adult male First;100;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;20;26,55;Daly, Mr. Peter Denis;1;0;858;1;1;male;0;1;113055;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;35;E24;0;First;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 26.289999999999999";Adult male First;100;Mr;Mr;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;20;26,2875;Silverthorne, Mr. Spencer Victor;1;0;702;1;1;male;0;1;PC 17475;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
